year,country,broadcaster,artist,song,language,songwriter_s,conductor
1971,Switzerland,SRG SSR,"Peter, Sue and Marc",Les Illusions de nos vingt ans,French,Peter Reber Maurice Tézé,Hardy Schneiders
1971,United Kingdom,BBC,Clodagh Rodgers,Jack in the Box,English,David MyersJohn Worsley,Johnny Arthey
1971,Yugoslavia,JRT,Krunoslav Slabinac,"Tvoj dječak je tužan"" (Твој дјечак је тужан)",Serbo-Croatian,Zvonimir Golob Ivica Krajač,Miljenko Prohaska
1972,Austria,ORF,The Milestones,Falter im Wind,German,Manuel RigoniRichard Schönherz Heinz Rudolf Unger,Erich Kleinschuster
1972,Belgium,RTB,Serge and Christine Ghisoland,À la folie ou pas du tout,French,Bob MilanDaniël Nelis,Henri Segers
1972,Finland,YLE,Päivi Paunu and Kim Floor,Muistathan,Finnish,Juha FlinckNacke Johansson,Ossi Runne
1972,France,ORTF,Betty Mars,Comé-comédie,French,Frédéric Botton,Franck Pourcel
1972,Germany,SFB,Mary Roos,Nur die Liebe läßt uns leben,German,Joachim Heider Joachim Relin,Paul Kuhn
1972,Ireland,RTÉ,Sandie Jones,Ceol an Ghrá,Irish,Joe BurkettLiam Mac Uistín,Colman Pearce
1972,Italy,RAI,Nicola Di Bari,I giorni dell'arcobaleno,Italian,Nicola Di BariDalmazio Masini Piero Pintucci,Gian Franco Reverberi
1972,Luxembourg,CLT,Vicky Leandros,Après toi,French,Yves Dessca Klaus Munro Mario Panas,Klaus Munro
1972,Malta,MBA,Helen and Joseph,L-imħabba,Maltese,Albert CassolaCharles Camilleri,Charles Camilleri
1972,Monaco,TMC,Anne-Marie Godart and Peter MacLane,Comme on s'aime,French,Raymond Bernard Jean Dréjac,Raymond Bernard
1972,Netherlands,NOS,Sandra and Andres,Als het om de liefde gaat,Dutch,Hans van HemertDries Holten,Harry van Hoof
1972,Norway,NRK,Grethe Kausland and Benny Borg,Småting,Norwegian,Ivar Børsum Kåre Grøttum,Carsten Klouman
1972,Portugal,RTP,Carlos Mendes,A festa da vida,Portuguese,José CalvárioJosé Niza,Richard Hill
1972,Spain,TVE,Jaime Morey,Amanece,Spanish,Augusto AlgueróRamón Arcusa,Augusto Algueró
1972,Sweden,SR,The Family Four,Härliga sommardag,Swedish,Håkan Elmquist,Mats Olsson
1972,Switzerland,SRG SSR,Véronique Müller,C'est la chanson de mon amour,French,Catherine Desage Véronique Müller,Jean-Pierre Festi
1972,United Kingdom,BBC,The New Seekers,"Beg, Steal or Borrow",English,Tony ColeGraeme HallSteve Wolfe,David Mackay
1972,Yugoslavia,JRT,Tereza,"Muzika i ti"" (Музика и ти)",Serbo-Croatian,Nikica Kalogjera Ivica Krajač,Nikica Kalogjera
1973,Belgium,BRT,Nicole and Hugo,Baby Baby,Dutch,Ignace Baert Erik Marijsse,Francis Bay
1973,Finland,YLE,Marion Rung,Tom Tom Tom,English,Bob BarrattRauno Lehtinen,Ossi Runne
1973,France,ORTF,Martine Clémenceau,Sans toi,French,Anne GrégoryPaul Koulak,Jean Claudric
1973,Germany,HR,Gitte,Junger Tag,German,Stephan LegoGünther-Eric Thöner,Günther-Eric Thöner
1973,Ireland,RTÉ,Maxi,Do I Dream,English,Jack BrierleyGeorge F. Crosby,Colman Pearce
1973,Israel,IBA,Ilanit,"Ey Sham"" (אי שם)",Hebrew,Nurit HirshEhud Manor,Nurit Hirsh
1973,Italy,RAI,Massimo Ranieri,Chi sarà con te,Italian,Giancarlo BigazziEnrico Polito Gaetano Savio,Enrico Polito
1973,Luxembourg,CLT,Anne-Marie David,Tu te reconnaîtras,French,Vline Buggy Claude Morgan,Pierre Cao
1973,Monaco,TMC,Marie,Un train qui part,French,Boris Bergman Bernard Liamis,Jean-Claude Vannier
1973,Netherlands,NOS,Ben Cramer,De oude muzikant,Dutch,Pierre Kartner,Harry van Hoof
1973,Norway,NRK,Bendik Singers,It's Just a Game,"English, French",Arne BendiksenBob Williams,Carsten Klouman
1973,Portugal,RTP,Fernando Tordo,Tourada,Portuguese,José Carlos Ary dos SantosFernando Tordo,Jorge Costa Pinto
1973,Spain,TVE,Mocedades,Eres tú,Spanish,Juan Carlos Calderón,Juan Carlos Calderón
1973,Sweden,SR,The Nova,You're Summer,English,Carl-Axel Dominique Monica DominiqueLars Forssell,Monica Dominique
1973,Switzerland,SRG SSR,Patrick Juvet,"Je vais me marier, Marie",French,Pierre DelanoëPatrick Juvet,Hervé Roy
1973,United Kingdom,BBC,Cliff Richard,Power to All Our Friends,English,Guy FletcherDoug Flett,David Mackay
1973,Yugoslavia,JRT,Zdravko Čolić,"Gori vatra"" (Гори ватра)",Serbo-Croatian,Kemal Monteno,Esad Arnautalić
1974,Belgium,RTB,Jacques Hustin,Fleur de liberté,French,Franck F. Gérald Jacques Hustin,Pierre Chiffre
1974,Finland,YLE,Carita,Keep Me Warm,English,Eero KoivistoinenFrank Robson,Ossi Runne
1974,Germany,HR,Cindy and Bert,Die Sommermelodie,German,Kurt FeltzWerner Scharfenberger,Werner Scharfenberger
1974,Greece,EIRT,Marinella,"Krassi, thalassa ke t' agori mu""(Κρασί, θάλασσα και τ' αγόρι μου)",Greek,Giorgos KatsarosPythagoras,Giorgos Katsaros
1974,Ireland,RTÉ,Tina Reynolds,Cross Your Heart,English,Paul Lyttle,Colman Pearce
1974,Israel,IBA,Poogy,"Natati La Khaiai"" (נתתי לה חיי)",Hebrew,Alon Oleartchik Danny Sanderson,Yonatan Rechter
1974,Italy,RAI,Gigliola Cinquetti,Sì,Italian,Corrado ContiDaniele PaceMario PanzeriLorenzo Pilat,Gianfranco Monaldi
1974,Luxembourg,CLT,Ireen Sheer,Bye Bye I Love You,French,Humbert IbachMichael KunzeRalph Siegel,Charles Blackwell
1974,Monaco,TMC,Romuald,Celui qui reste et celui qui s'en va,French,Jean-Pierre BourtayreMichel Jourdan,Raymond Donnez
1974,Netherlands,NOS,Mouth and MacNeal,I See a Star,English,Gerrit den BraberHans van Hemert,Harry van Hoof
1974,Norway,NRK,Anne-Karine and the Bendik Singers,The First Day of Love,English,Philip KruseFrode Thingnæs,Frode Thingnæs
1974,Portugal,RTP,Paulo de Carvalho,E depois do adeus,Portuguese,José CalvárioJosé Niza,José Calvário
1974,Spain,TVE,Peret,Canta y sé feliz,Spanish,Pedro Pubill Calaf,Rafael Ibarbia
1974,Sweden,SR,ABBA,Waterloo,English,Stig AndersonBenny AnderssonBjörn Ulvaeus,Sven-Olof Walldoff
1974,Switzerland,SRG SSR,Piera Martell,Mein Ruf nach dir,German,Pepe Ederer,Pepe Ederer
1974,United Kingdom,BBC,Olivia Newton-John,Long Live Love,English,Valerie AvonHarold Spiro,Nick Ingman
1974,Yugoslavia,JRT,Korni Grupa,"Generacija '42"" (Генерација '42)",Serbo-Croatian,Kornelije Kovač,Zvonimir Skerl
1975,Belgium,BRT,Ann Christy,Gelukkig zijn,"Dutch, English",Mary Boduin,Francis Bay
1975,Finland,YLE,Pihasoittajat,Old Man Fiddle,English,Hannu KarlssonKim KuusiArthur Ridgway Spencer,Ossi Runne
1975,France,TF1,Nicole,Et bonjour à toi l'artiste,French,Jeff Barnel Pierre Delanoë,Jean Musy
1975,Germany,HR,Joy Fleming,Ein Lied kann eine Brücke sein,"German, English",Michael HolmRainer Pietsch,Rainer Pietsch
1975,Ireland,RTÉ,The Swarbriggs,That's What Friends Are For,English,Jimmy SwarbriggTommy Swarbrigg,Colman Pearce
1975,Israel,IBA,Shlomo Artzi,"At Ve'Ani"" (את ואני)",Hebrew,Shlomo ArtziEhud Manor,Eldad Shrem
1975,Italy,RAI,Wess and Dori Ghezzi,Era,Italian,Andrea Lo VecchioShel Shapiro,Natale Massara
1975,Luxembourg,CLT,Géraldine,Toi,French,Phil CoulterPierre CourBill Martin,Phil Coulter
1975,Malta,MBA,Renato,Singing This Song,English,Sammy GaleaM. Iris Misfud,Vince Tempera
1975,Monaco,TMC,Sophie,Une chanson c'est une lettre,French,Boris Bergman André Popp,André Popp
1975,Netherlands,NOS,Teach-In,Ding-a-dong,English,Dick BakkerWill Luikinga Eddy Ouwens,Harry van Hoof
1975,Norway,NRK,Ellen Nikolaysen,Touch My Life with Summer,English,Svein Hundnes Johnny Sareussen,Carsten Klouman
1975,Portugal,RTP,Duarte Mendes,Madrugada,Portuguese,José Luís Tinoco,Pedro Osório
1975,Spain,TVE,Sergio and Estíbaliz,Tú volverás,Spanish,Juan Carlos Calderón,Juan Carlos Calderón
1975,Sweden,SR,Lars Berghagen,"Jennie, Jennie",English,Lars Berghagen,Lars Samuelson
1975,Switzerland,SRG SSR,Simone Drexel,Mikado,German,Simone Drexel,Peter Jacques
1975,Turkey,TRT,Semiha Yankı,Seninle Bir Dakika,Turkish,Hikmet Münir EbcioğluKemal Ebcioğlu,Timur Selçuk
1975,United Kingdom,BBC,The Shadows,Let Me Be the One,English,Paul Curtis,Alyn Ainsworth
1975,Yugoslavia,JRT,Pepel in kri,Dan ljubezni,Slovene,Tadej Hrušovar Dušan Velkaverh,Mario Rijavec
1976,Austria,ORF,Waterloo and Robinson,My Little World,English,Gerhard Heinz,Erich Kleinschuster
1976,Belgium,RTB,Pierre Rapsat,Judy et Cie,French,Pierre RapsatEric Van Hulse,Michel Bernholc
1976,Finland,YLE,Fredi and the Friends,Pump-Pump,English,Pertti Reponen Matti Siitonen,Ossi Runne
1976,France,TF1,Catherine Ferry,"Un, deux, trois",French,Jean-Paul CaraTony Rallo,Tony Rallo
1976,Germany,HR,Les Humphries Singers,"Sing, Sang, Song","German, English",Kurt Hertha Ralph Siegel,Les Humphries
1976,Greece,ERT,Mariza Koch,"Panaghia mou, panaghia mou"" (Παναγιά μου, παναγιά μου)",Greek,Mihalis FotiadesMariza Koch,Mihalis Rozakis
1976,Ireland,RTÉ,Red Hurley,When,English,Brendan Graham,Noel Kelehan
1976,Israel,IBA,"Chocolate, Menta, Mastik","Emor Shalom"" (אמור שלום)",Hebrew,Matti CaspiEhud Manor,Matti Caspi
1976,Italy,RAI,Romina and Al Bano,We'll Live It All Again,"English, Italian",Albano CarrisiDetto MarianoRomina Power,Maurizio Fabrizio
1976,Luxembourg,CLT,Jürgen Marcus,Chansons pour ceux qui s'aiment,French,Vline Buggy Fred Jay Jack White,Jo Plée
1976,Monaco,TMC,Mary Christy,"Toi, la musique et moi",French,Georges CostaGilbert Sinoué,Raymond Donnez
1976,Netherlands,NOS,Sandra Reemer,The Party Is Over Now,English,Hans van Hemert,Harry van Hoof
1976,Norway,NRK,Anne-Karine Strøm,Mata Hari,English,Philip KruseFrode Thingnæs,Frode Thingnæs
1976,Portugal,RTP,Carlos do Carmo,Uma flor de verde pinho,Portuguese,Manuel AlegreJosé Niza,Thilo Krasmann
1976,Spain,TVE,Braulio,Sobran las palabras,Spanish,Braulio García Bautista,Joan Barcons
1976,Switzerland,SRG SSR,"Peter, Sue and Marc",Djambo Djambo,English,Peter Reber,Mario Robbiani
1976,United Kingdom,BBC,Brotherhood of Man,Save Your Kisses for Me,English,Tony HillerMartin LeeLee Sheriden,Alyn Ainsworth
1976,Yugoslavia,JRT,Ambasadori,"Ne mogu skriti svoju bol"" (Не могу скрити своју бол)",Serbo-Croatian,Slobodan ĐurašovićSlobodan Vujović,Esad Arnautalić
1977,Austria,ORF,Schmetterlinge,Boom Boom Boomerang,"German, English",Schurli Herrnstadt E. Lukas ResetaritsWilli ResetaritsHerbert Zöchling-Tampier,Christian Kolonovits
1977,Belgium,BRT,Dream Express,"A Million in One, Two, Three",English,Luc Smets,Alyn Ainsworth
1977,Finland,YLE,Monica Aspelund,Lapponia,Finnish,Monica AspelundAarno Raninen,Ossi Runne
1977,France,TF1,Marie Myriam,L'Oiseau et l'Enfant,French,Jean-Paul CaraJoe Gracy,Raymond Donnez
1977,Germany,HR,Silver Convention,Telegram,English,Sylvester LevayMichael Kunze,Ronnie Hazlehurst
1977,Greece,ERT,"Pascalis , Marianna , Robert and Bessy","Mathema solfege"" (Μάθημα σολφέζ)",Greek,Giorgos HatzinasiosSevi Tiliakou,Giorgos Hatzinasios
1977,Ireland,RTÉ,The Swarbriggs Plus Two,It's Nice to Be in Love Again,English,Jimmy SwarbriggTommy Swarbrigg,Noel Kelehan
1977,Israel,IBA,Ilanit,"Ahava Hi Shir Lishnayim"" (אהבה היא שיר לשניים)",Hebrew,Edna PelegEldad Shrem,Eldad Shrem
1977,Italy,RAI,Mia Martini,Libera,Italian,Luigi AlbertelliSalvatore Fabrizio,Maurizio Fabrizio
1977,Luxembourg,CLT,Anne-Marie B,Frère Jacques,French,Guy BéartPierre Cour,Johnny Arthey
1977,Monaco,TMC,Michèle Torr,Une petite française,French,Jean Albertini Paul de SennevilleOlivier Toussaint,Yvon Rioland
1977,Netherlands,NOS,Heddy Lester,De mallemolen,Dutch,Frank Affolter Wim Hogenkamp,Harry van Hoof
1977,Norway,NRK,Anita Skorgan,Casanova,Norwegian,Dag Nordtømme Svein Strugstad,Carsten Klouman
1977,Portugal,RTP,Os Amigos,Portugal no coração,Portuguese,José Carlos Ary dos SantosFernando Tordo,José Calvário
1977,Spain,TVE,Micky,Enséñame a cantar,Spanish,Fernando Arbex,Rafael Ibarbia
1977,Sweden,SR,Forbes,Beatles,Swedish,Sven-Olof Bagge Claes Bure,Anders Berglund
1977,Switzerland,SRG SSR,Pepe Lienhard Band,Swiss Lady,German,Peter Reber,Peter Jacques [de; fr]
1977,United Kingdom,BBC,Lynsey de Paul and Mike Moran,Rock Bottom,English,Mike MoranLynsey de Paul,Ronnie Hazlehurst
1978,Austria,ORF,Springtime [de; es; fr],Mrs. Caroline Robinson,German,".mw-parser-output .hlist dl,.mw-parser-output .hlist ol,.mw-parser-output .hlist ul{margin:0;padding:0}.mw-parser-output .hlist dd,.mw-parser-output .hlist dt,.mw-parser-output .hlist li{margin:0;display:inline}.mw-parser-output .hlist.inline,.mw-parser-output .hlist.inline dl,.mw-parser-output .hlist.inline ol,.mw-parser-output .hlist.inline ul,.mw-parser-output .hlist dl dl,.mw-parser-output .hlist dl ol,.mw-parser-output .hlist dl ul,.mw-parser-output .hlist ol dl,.mw-parser-output .hlist ol ol,.mw-parser-output .hlist ol ul,.mw-parser-output .hlist ul dl,.mw-parser-output .hlist ul ol,.mw-parser-output .hlist ul ul{display:inline}.mw-parser-output .hlist .mw-empty-li{display:none}.mw-parser-output .hlist dt::after{content:"": ""}.mw-parser-output .hlist dd::after,.mw-parser-output .hlist li::after{content:""\a0 · "";font-weight:bold}.mw-parser-output .hlist dd:last-child::after,.mw-parser-output .hlist dt:last-child::after,.mw-parser-output .hlist li:last-child::after{content:none}.mw-parser-output .hlist dd dd:first-child::before,.mw-parser-output .hlist dd dt:first-child::before,.mw-parser-output .hlist dd li:first-child::before,.mw-parser-output .hlist dt dd:first-child::before,.mw-parser-output .hlist dt dt:first-child::before,.mw-parser-output .hlist dt li:first-child::before,.mw-parser-output .hlist li dd:first-child::before,.mw-parser-output .hlist li dt:first-child::before,.mw-parser-output .hlist li li:first-child::before{content:"" ("";font-weight:normal}.mw-parser-output .hlist dd dd:last-child::after,.mw-parser-output .hlist dd dt:last-child::after,.mw-parser-output .hlist dd li:last-child::after,.mw-parser-output .hlist dt dd:last-child::after,.mw-parser-output .hlist dt dt:last-child::after,.mw-parser-output .hlist dt li:last-child::after,.mw-parser-output .hlist li dd:last-child::after,.mw-parser-output .hlist li dt:last-child::after,.mw-parser-output .hlist li li:last-child::after{content:"")"";font-weight:normal}.mw-parser-output .hlist ol{counter-reset:listitem}.mw-parser-output .hlist ol>li{counter-increment:listitem}.mw-parser-output .hlist ol>li::before{content:"" ""counter(listitem)""\a0 ""}.mw-parser-output .hlist dd ol>li:first-child::before,.mw-parser-output .hlist dt ol>li:first-child::before,.mw-parser-output .hlist li ol>li:first-child::before{content:"" (""counter(listitem)""\a0 ""}Gerhard MarkelWalter MarkelNorbert Niedermayer",Richard Oesterreicher
1978,Belgium,RTBF,Jean Vallée,L'amour ça fait chanter la vie,French,Jean Vallée,Jean Musy
1978,Denmark,DR,Mabel,Boom Boom,Danish,Christian Have Andy KulmbakPeter NielsenMichael Trempenau,Helmer Olesen
1978,Finland,YLE,Seija Simola,Anna rakkaudelle tilaisuus,Finnish,Reijo Karvonen Seija Simola,Ossi Runne
1978,France,TF1,Joël Prévost,Il y aura toujours des violons,French,Didier BarbelivienGérard Stern,Alain Goraguer
1978,Germany,SWF,Ireen Sheer,Feuer,German,Jean Frankfurter John Möring,Jean Frankfurter
1978,Greece,ERT,Tania Tsanaklidou,"Charlie Chaplin"" (Τσάρλυ Τσάπλιν)",Greek,Sakis Tsilikis Yiannis Xanthoulis,Haris Andreadis
1978,Ireland,RTÉ,Colm C. T. Wilkinson,Born to Sing,English,Colm C. T. Wilkinson,Noel Kelehan
1978,Israel,IBA,Izhar Cohen and the Alphabeta,"A-Ba-Ni-Bi"" (א-ב-ני-בי)",Hebrew,Nurit HirshEhud Manor,Nurit Hirsh
1978,Italy,RAI,Ricchi e Poveri,Questo amore,Italian,Sergio BardottiDario Farina Mauro Lusini,Nicola Samale
1978,Luxembourg,CLT,Baccara,Parlez-vous français ?,French,Frank DostalRolf Soja Peter Zentner,Rolf Soja
1978,Monaco,TMC,Caline and Olivier Toussaint,Les Jardins de Monaco,French,Jean Albertini Didier BarbelivienPaul de SennevilleOlivier Toussaint,Yvon Rioland
1978,Netherlands,NOS,Harmony,'t Is OK,Dutch,Dick BakkerToon GispenEddy Ouwens,Harry van Hoof
1978,Norway,NRK,Jahn Teigen,Mil etter mil,Norwegian,Kai Eide,Carsten Klouman
1978,Portugal,RTP,Gemini,Dai li dou,Portuguese,Victor MamédeCarlos Quintas,Thilo Krasmann
1978,Spain,TVE,José Vélez,Bailemos un vals,Spanish,Ramón Arcusa Manuel de la Calva,Ramón Arcusa
1978,Sweden,SR,Björn Skifs,Det blir alltid värre framåt natten,Swedish,Peter Himmelstrand,Bengt Palmers
1978,Switzerland,SRG SSR,Carole Vinci,Vivre,French,Pierre AlainAlain Morisod,Daniel Janin
1978,Turkey,TRT,Nilüfer and Nazar,Sevince,Turkish,Hulki Aktunç Dağhan BaydurOnno Tunç,Onno Tunç
1978,United Kingdom,BBC,Co-Co,The Bad Old Days,English,Stephanie De SykesStuart Slater,Alyn Ainsworth
1979,Austria,ORF,Christina Simon,Heute in Jerusalem,German,".mw-parser-output .hlist dl,.mw-parser-output .hlist ol,.mw-parser-output .hlist ul{margin:0;padding:0}.mw-parser-output .hlist dd,.mw-parser-output .hlist dt,.mw-parser-output .hlist li{margin:0;display:inline}.mw-parser-output .hlist.inline,.mw-parser-output .hlist.inline dl,.mw-parser-output .hlist.inline ol,.mw-parser-output .hlist.inline ul,.mw-parser-output .hlist dl dl,.mw-parser-output .hlist dl ol,.mw-parser-output .hlist dl ul,.mw-parser-output .hlist ol dl,.mw-parser-output .hlist ol ol,.mw-parser-output .hlist ol ul,.mw-parser-output .hlist ul dl,.mw-parser-output .hlist ul ol,.mw-parser-output .hlist ul ul{display:inline}.mw-parser-output .hlist .mw-empty-li{display:none}.mw-parser-output .hlist dt::after{content:"": ""}.mw-parser-output .hlist dd::after,.mw-parser-output .hlist li::after{content:""\a0 · "";font-weight:bold}.mw-parser-output .hlist dd:last-child::after,.mw-parser-output .hlist dt:last-child::after,.mw-parser-output .hlist li:last-child::after{content:none}.mw-parser-output .hlist dd dd:first-child::before,.mw-parser-output .hlist dd dt:first-child::before,.mw-parser-output .hlist dd li:first-child::before,.mw-parser-output .hlist dt dd:first-child::before,.mw-parser-output .hlist dt dt:first-child::before,.mw-parser-output .hlist dt li:first-child::before,.mw-parser-output .hlist li dd:first-child::before,.mw-parser-output .hlist li dt:first-child::before,.mw-parser-output .hlist li li:first-child::before{content:"" ("";font-weight:normal}.mw-parser-output .hlist dd dd:last-child::after,.mw-parser-output .hlist dd dt:last-child::after,.mw-parser-output .hlist dd li:last-child::after,.mw-parser-output .hlist dt dd:last-child::after,.mw-parser-output .hlist dt dt:last-child::after,.mw-parser-output .hlist dt li:last-child::after,.mw-parser-output .hlist li dd:last-child::after,.mw-parser-output .hlist li dt:last-child::after,.mw-parser-output .hlist li li:last-child::after{content:"")"";font-weight:normal}.mw-parser-output .hlist ol{counter-reset:listitem}.mw-parser-output .hlist ol>li{counter-increment:listitem}.mw-parser-output .hlist ol>li::before{content:"" ""counter(listitem)""\a0 ""}.mw-parser-output .hlist dd ol>li:first-child::before,.mw-parser-output .hlist dt ol>li:first-child::before,.mw-parser-output .hlist li ol>li:first-child::before{content:"" (""counter(listitem)""\a0 ""}André HellerPeter Wolf",Richard Oesterreicher
1979,Belgium,BRT,Micha Marah,Hey Nana,Dutch,Guy BeyersCharles Dumolin,Francis Bay
1979,Denmark,DR,Tommy Seebach,Disco Tango,Danish,Keld HeickTommy Seebach,Allan Botschinsky
1979,Finland,YLE,Katri Helena,Katson sineen taivaan,Finnish,Vexi SalmiMatti Siitonen,Ossi Runne
1979,France,TF1,Anne-Marie David,Je suis l'enfant soleil,French,Hubert GiraudEddy Marnay,Guy Mattéoni
1979,Germany,BR,Dschinghis Khan,Dschinghis Khan,German,Bernd MeinungerRalph Siegel,Norbert Daum
1979,Greece,ERT,Elpida,"Socrates"" (Σωκράτη)",Greek,Doros Georgiades Sotia Tsotou,Lefteris Halkiadakis
1979,Ireland,RTÉ,Cathal Dunne,Happy Man,English,Cathal Dunne,Proinnsías Ó Duinn
1979,Israel,IBA,Milk and Honey,"Hallelujah"" (הללויה)",Hebrew,Shimrit Orr Kobi Oshrat,Kobi Oshrat
1979,Italy,RAI,Matia Bazar,Raggio di luna,Italian,Piero CassanoGiancarlo GolziCarlo MarraleAntonella RuggieroAldo Stellita,No conductor
1979,Luxembourg,CLT,Jeane Manson,J'ai déjà vu ça dans tes yeux,French,Jean Renard,Hervé Roy
1979,Monaco,TMC,Laurent Vaguener,Notre vie c'est la musique,French,Jean Albertini Didier BarbelivienJean BaudlotPaul de Senneville,Gérard Salesses
1979,Netherlands,NOS,Xandra,Colorado,Dutch,Rob BollandFerdi BollandGerard Cox,Harry van Hoof
1979,Norway,NRK,Anita Skorgan,Oliver,Norwegian,Philip KruseAnita Skorgan,Sigurd Jansen
1979,Portugal,RTP,Manuela Bravo,"Sobe, sobe, balão sobe",Portuguese,Carlos Nóbrega e Sousa,Thilo Krasmann
1979,Spain,TVE,Betty Missiego,Su canción,Spanish,Fernando Moreno,José Luis Navarro
1979,Sweden,SR,Ted Gärdestad,Satellit,Swedish,Kenneth GärdestadTed Gärdestad,Lars Samuelson
1979,Switzerland,SRG SSR,"Peter, Sue and Marc, Pfuri, Gorps and Kniri",Trödler und Co.,German,Peter Reber,Rolf Zuckowski
1979,United Kingdom,BBC,Black Lace,Mary Ann,English,Peter Morris,Ken Jones
1980,Austria,ORF,Blue Danube,Du bist Musik,German,Klaus-Peter Sattler,Richard Oesterreicher
1980,Belgium,RTBF,Telex,Euro-Vision,French,Dan LacksmanMichel MoersMarc Moulin,No conductor
1980,Denmark,DR,Bamses Venner,Tænker altid på dig,Danish,Bjarne Gren JensenFlemming Jørgensen,Allan Botschinsky
1980,Finland,YLE,Vesa-Matti Loiri,Huilumies,Finnish,Aarno RaninenVexi Salmi,Ossi Runne
1980,France,TF1,Profil,"Hé, hé m'sieurs dames",French,Richard de BordeauxRichard JoffoSylvano Santorio,Sylvano Santorio
1980,Germany,BR,Katja Ebstein,Theater,German,Bernd MeinungerRalph Siegel,Wolfgang Rödelberger
